0.000000000000000000e+00,3.804908499340177514e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.095748861602227407e+03,4.172153547591455208e+03,4.245804362495829992e+03,3.184116070841788314e+03
3.804908499340177059e+03,0.000000000000000000e+00,3.804908499340177059e+03,3.804908499340177059e+03,3.804908499340177059e+03,3.804908499340177059e+03,3.804908499340177059e+03,3.804908499340177059e+03,3.804908499340177059e+03,3.804908499340177059e+03,3.804908499340177059e+03,3.804908499340177059e+03,3.804908499340177059e+03,3.804908499340177059e+03,3.804908499340177059e+03,1.179543570450468906e+03,1.034590790121077362e+03,6.350255369291303396e+02,1.591358040737369720e+03
0.000000000000000000e+00,3.804908499340177514e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.095748861602227407e+03,4.172153547591455208e+03,4.245804362495829992e+03,3.184116070841788314e+03
0.000000000000000000e+00,3.804908499340177514e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.095748861602227407e+03,4.172153547591455208e+03,4.245804362495829992e+03,3.184116070841788314e+03
0.000000000000000000e+00,3.804908499340177514e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.095748861602227407e+03,4.172153547591455208e+03,4.245804362495829992e+03,3.184116070841788314e+03
0.000000000000000000e+00,3.804908499340177514e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.095748861602227407e+03,4.172153547591455208e+03,4.245804362495829992e+03,3.184116070841788314e+03
0.000000000000000000e+00,3.804908499340177514e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.095748861602227407e+03,4.172153547591455208e+03,4.245804362495829992e+03,3.184116070841788314e+03
0.000000000000000000e+00,3.804908499340177514e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.095748861602227407e+03,4.172153547591455208e+03,4.245804362495829992e+03,3.184116070841788314e+03
0.000000000000000000e+00,3.804908499340177514e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.095748861602227407e+03,4.172153547591455208e+03,4.245804362495829992e+03,3.184116070841788314e+03
0.000000000000000000e+00,3.804908499340177514e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.095748861602227407e+03,4.172153547591455208e+03,4.245804362495829992e+03,3.184116070841788314e+03
